Name,Country,Type,Style,Grape,Short Description,Long Description,Per Bottle Price,Mix Six Price,Percentage of reviewers who would buy again,Number of Reviewers,Awards,Closure,Units,Volume
Devil's Creek Marlborough Sauvignon Blanc 2018,New Zealand,White,Fruity White,,DRY,"Foley Family Wines, the winery behind Devil's Creek, has scooped Decanter's coveted Platinum medal for its customer-favourite Russian Jack Sauvignon Blanc. Zippy, aromatic and bursting with gooseberry and passion fruit, this hits the same dizzy heights, boasting all the best of Marlborough and then some.",9.99,7.99,94.0,282,"['IWC 2019 - Bronze Award', 'IWC 2018 - Bronze Award', 'Decanter 2018 - Bronze Award']",,9.4,75.0
Definition Rioja Reserva 2013,Spain,Red,Smooth Red,,FULL,"The Definition range captures the quintessential qualities of the world's greatest wine styles. It's only through delicate ageing that you'll taste Spain's most complex, rewarding flavours. From some of the best vines in Rioja, this Reserva's jam-packed with plenty of those.",13.99,11.99,93.0,251,[],Natural Cork,10.1,75.0
Passimento 2016 Pasqua,Italy,Red,Big Red,,MEDIUM,"This is made from grapes left to dry in the sun. Appassimento is an ancient Italian winemaking technique, and it crafts the richest, most concentrated fruit. No wonder, then, that this is known as baby Amarone! It's one of our best-rated Italian reds and a heady red, full of concentrated black fruits and sweet spices.",11.99,9.99,96.0,441,['IWC 2017 - Silver Award'],Natural Cork,10.5,75.0
Finca Carelio Tempranillo 2015 Vino de la Tierra,Spain,Red,Smooth Red,Tempranillo,FULL,"Ribera wine commands some of the heftiest prices in Spain. Finca Carelio was initially classified as Ribera del Duero DO wine priced at £15. But we added Castilian grapes to pump up the juiciness. This meant it lost its Ribera label. But it saves you a wad. You'll love its complex layers of blackberry, leather and vanilla.",9.99,7.99,94.0,549,[],Natural Cork,10.9,75.0
Valpolicella Superiore Ripasso 2016 La Casetta,Italy,Red,Big Red,,FULL,La Casetta has enjoyed a long and distinguished reign on Majestic shelves - and for good reason. It's a classic example of Valpolicella Ripasso. Its usually light and fruity Valpolicella juice is passed over dried Amarone grapes skins to create red-berry-and-vanilla-packed indulgence. It's a baby Amarone at a snip.,16.99,14.99,97.0,212,['IWC 2019 - Silver Award'],Natural Cork,10.5,75.0
Rioja Reserva 2015 CVNE,Spain,Red,Smooth Red,,FULL,"CVNE is a family-owned winery in the heart of Rioja. Its Reserva spends a huge eighteen months in oak. This softens tannins and imparts a delicate slather of vanilla to a fruit-driven bouquet of decadent autumn fruits, caramel and coffee.",13.99,10.99,94.0,216,[],Natural Cork,10.1,75.0
Albariño Martín Códax 2017/18 Rías Baixas,Spain,White,Crisp White,,DRY,"You can thank Rías Baixas' kissing sea spray for this Albariño's refreshing style. It's only there, in the 'Cornwall of Spain', that you'll find such a wine. Light, delicate and bursting with stone-fruit aromas, it's the white ideal for a lazy Sunday afternoon.",13.49,11.99,95.0,213,"['IWC 2019 - Silver Award', 'Decanter 2019 - Bronze Award', 'IWC 2018 - Bronze Award']",Screwcap,9.8,75.0
Château Caronne Ste-Gemme 2014 Haut-Médoc,France,Red,Big Red,"Merlot, Cabernet Sauvignon",FULL,"Château Caronne Sainte-Gemme neighbours £50+-a-bottle-demanding Châteaux. It shares many of the same impeccable winemaking conditions. But because it's still under the radar, you can save a packet. It boasts everything you'd expect of the finest claret.",16.99,14.99,90.0,67,[],Natural Cork,9.4,75.0
Penfolds Bin 28 Kalimna Shiraz 2016 South Australia,Australia,Red,Big Red,Shiraz,FULL,"Bin 28 offers a showcase of warm-climate Australian Shiraz - ripe, robust and generously flavoured. First made in 1959, Bin 28 is named after the famous Barossa Valley Kalimna Vineyard purchased by Penfolds in 1945 and from which the wine was originally sourced. Today, Bin 28 is a multi-region, multi-vineyard blend, with the Barossa Valley always well represented. Drink now - 2025.",33.0,29.0,97.0,29,[],Natural Cork,10.9,75.0
Valle Antigua Merlot 2017,Chile,Red,Big Red,Merlot,FULL,This bang for your buck red's the result of grapes bathing in the splendid Chilean sun. Don't be fooled by the low price tag. It'll deliver buckets of plummy flavour time and again. A touch of oak influences lifts this red with an alluring vanilla hint.,7.99,4.99,93.0,54,['IWC 2019 - Commended Award'],Screwcap,9.8,75.0
"Agenda, Dão Manager's Choice 2016",Portugal,Red,Smooth Red,,MEDIUM,We asked our store managers to select and new wine to be stocked nation wide. After an extensive tasting this was the wine they chose. They loved it and we are sure you will as well. This is a delightfully soft and rounded wine with loads of plum and bramble flavours plus touches of herbs. Judicious use of oak adds a slight spiciness to the finish. This will be perfect with herby roast lamb.,9.99,7.99,92.0,219,"['IWC 2018 - Silver Award', 'IWC 2017 - Bronze Award']",Natural Cork,9.8,75.0
Kangarilla Road Shiraz 2017/18 McLaren Vale,Australia,Red,Big Red,,FULL,"Packed with black fruits, dark chocolate and a creamy texture, this Shiraz shows exactly why the Kangarilla Road winery was given the top 'Five Red Star' rating by Australia's leading wine critic, James Halliday.",13.99,10.99,93.0,165,[],Screwcap,10.9,75.0
"M de Minuty Rosé 2018, Côtes de Provence",France,Rose,Rose,,DRY,"Château Minuty created the pale-pink hue of rosé that you'll find all over the world. It's one of Provence's last vineyards to pluck grapes by hand, bringing every delicious stone-fruit, citrus and melon note to your palate. Many wineries imitate its style. But there really is no matching M de Minuty.",14.99,12.99,90.0,191,[],Natural Cork,9.8,75.0
Châteauneuf-du-Pape Prestige Des Princes 2016,France,Red,Smooth Red,"Syrah, Mourvèdre, Grenache",FULL,"Prestige Des Princes is brimming with fresh red and black fruits, a dusting of herbs and a kick of sweetly-spiced pepper. It's proof that you don't need to remortgage to get top-shelf Châteauneuf-du-Pape.",24.99,21.99,94.0,16,['IWC 2017 - Silver Award'],Natural Cork,10.9,75.0
Planalto White Reserva 2018 Douro,Portugal,White,Crisp White,,DRY,"A blend of white grape varieties indigenous to the Douro area. At once traditional and modern, the wine is vinified very much in a contemporary style, with de-stalking and cold fermentation helping to preserve freshness of fruit and maximum aromatic impact. Dry and delicate, but possessing an interesting aromatic intensity and complexity, with overtones of blossom. The fruit is predominantly citrus, with soft pear and melon flavours completing the picture. Great with seafood or herbaceous pasta and rice dishes.",9.99,6.99,92.0,110,['IWC 2017 - Bronze Award'],Screwcap,9.8,75.0
Russian Jack Sauvignon Blanc 2017 Marlborough,New Zealand,White,Fruity White,Sauvignon Blanc,DRY,"This wine is made by Martinborough Vineyards, who have branched out from their home in New Zealand's North Island, sourcing their Sauvignon grapes from certified sustainable vineyards across the water in Marlborough's Wairau Valley. Typically intense and concentrated, offering a backbone of gooseberry and passion fruit flavours supported by aromas of lime blossom and elderflower. Incisive citrus acidity provides a clean finish. Drink with spicy oriental salads.",11.99,8.99,93.0,379,"['IWC 2018 - Bronze Award', 'IWC 2017 - Commended Award', 'Decanter 2017 - Commended Award']",Screwcap,9.4,75.0
Chateau Tour Bayard Montagne 2015,France,Red,Smooth Red,"Merlot, Cabernet Franc",FULL,"This meticulously managed property has be owned by the Nicoletti since 1956. Hand picking and sorting of the grapes is the norm and the intention is to always make the best quality wine that speaks of its fine terroir. This is a smooth and powerful wine with big flavours of blackcurrant, liquorice and sweet spices. It is drinking beautifully now but could equally be aged for another 5 years. Try this with a rare roast joint of beef.",15.99,13.99,92.0,25,['Decanter 2018 - Bronze Award'],Natural Cork,10.1,75.0
"Villa Maria 'Taylor's Pass' Sauvignon Blanc 2018, Marlborough",New Zealand,White,Fruity White,,DRY,"Taylor's Pass was the only Sauvignon Blanc to win 'Best in Show' at 2019's Decanter World Wine Awards. You'll taste why in masterfully integrated notes of grapefruit, lime zest, blackcurrant and fresh-cut grass. It's a first-class Kiwi Sauvignon.",15.99,11.99,67.0,3,[],,9.4,75.0
Tenacity Old Vine Shiraz 2018,Australia,Red,Big Red,Shiraz,FULL,"Full of robust and concentrated blackcurrant flavours this is a fabulous example of Australian Shiraz from old vines.Rich, smooth and completely in balance we have a limited number of these stunning bottles available so snap them up while you can.",14.99,12.99,90.0,72,[],Screwcap,10.9,75.0
Cloudy Bay Sauvignon Blanc 2018 Marlborough,New Zealand,White,Fruity White,Sauvignon Blanc,DRY,"Cloudy Bay crafts one of the world's most prestigious Sauvignons. It's bagged 90+ Parker Point scores year in, year out. You'll taste just why in complex layers of guava, gooseberry, tropical fruits and a dusting of fresh herbs.",25.99,22.99,92.0,87,[],Screwcap,10.1,75.0
Vieux Remparts 2017 Lussac St-Emilion,France,Red,Big Red,,MEDIUM,Lussac-Saint-Émilion is one of the few regions that can add the prestigious Saint-Émilion name to its own. It shares Saint-Émilion's superb winemaking arsenal. But it's still an insider-secret for eagle-eyed Claret fans - so you save a packet.,12.99,10.99,89.0,105,[],Natural Cork,9.8,75.0
Sancerre Cóte des Embouffants 2018 Domaine Roger Neveu,France,White,Fruity White,,DRY,"Based in the heart of the Verdigny village of the Sancerre appellation where the chalky soils typical of the region produce Sauvignon Blanc of the highest order. Clos des Bouffants is aged on fine lees for six months to impart additional complexity and flavour. Aromas of ripe rhubarb and gooseberry leap from the pale lemon coloured glass, along with hints of lime, chalk and flint. Mineral texture, high acidity, vibrant green fruits and a long, lingering finish. Best enjoyed over the next year while at its freshest, as a partner to goats cheese torte, tomato salads or with freshly caught seafood.",16.99,14.99,86.0,49,[],Natural Cork,9.4,75.0
Incanta Pinot Noir 2018,Romania,Red,Fruity Red,,MEDIUM,"Love Pinot Noir but not the lofty sum it usually demands? Head off the beaten track to discover juicy notes of redcurrant, raspberry and jam. It would cost at least twice the price if Romania wasn't still under the radar.",7.99,5.99,89.0,140,[],Screwcap,9.4,75.0
Ch St Michelle Cabernet Sauvignon 2016,,Red,Big Red,,MEDIUM,This Cabernet from Washington's oldest winery is packed with ripe blackcurrant and blackberry flavours. Notes of cedar and vanilla follow on to a silky smooth finish that lingers on the palate. Notes of cedar and vanilla follow on to the silky smooth finish that lingers on the palate with the black currant and plum. The most perfect suitor: Prosciutto wrapped stuffed dates with blue cheese. A must.,15.99,12.99,100.0,24,[],Natural Cork,10.1,75.0
Viñalba Reserve Malbec 2017 Mendoza,Argentina,Red,Big Red,Malbec,FULL,"This is made by the first person ever to bottle pure Malbec in Argentina. You'll taste his expertise in decadent notes of dark fruit, cocoa and lip-smacking melted tannins. It's a unique expression of Mendoza's finest spot, Uco Valley.",12.99,9.99,92.0,463,"['IWC 2019 - Silver Award', 'Decanter 2019 - Bronze Award', 'IWC 2018 - Bronze Award', 'Decanter 2018 - Silver Award']",Natural Cork,10.9,75.0
"Masi 'Costaser' Amarone Classico 2013 DOCG, Valpolicella",Italy,Red,Big Red,,FULL,"How can you up the regal in Amarone? You could dry the grapes on bamboo racks. You could ferment the wine for a generous 80 days. And you could mature it in Slovenian oak. This bottle sees all of this luxury treatment. It's a full-bodied, complex red that's stuffed with red fruit, a hint of tobacco and mouth-stuffing tannins.",37.0,33.0,93.0,45,[],Natural Cork,11.3,75.0
Majestic Loves Sauvignon 2019,Chile,White,Fruity White,,DRY,"If you like your Sauvignon fruitier than the French stuff and crisper than Kiwi, opt for Chile. This is light, refreshing and alive with zesty notes of green apple and citrus.",6.99,5.99,96.0,76,['IWC 2018 - Commended Award'],,9.4,75.0
Alamos Uco Valley Malbec 2018,Argentina,Red,Big Red,Malbec,FULL,"The grapes for Alamos are grown at an altitude of between 3,000 and 5,000 feet where the temperature variation allows the grapes to grow slowly developing more flavour. Hand harvesting and sorting ensure only the best grapes are used to make the wine. This wine is all about bright red and black berry fruits. It is soft and harmonious with just a touch of spice on the smooth finish. A great match for a rare steak or grilled sausages.",9.99,6.99,93.0,202,[],Screwcap,9.8,75.0
Fleurie 2018 Georges Duboeuf,France,Red,Fruity Red,Gamay,MEDIUM,"The finest Gamay is supple with soft tannins and a lip-smacking minerality. You'll find it at its best in Fleurie, the most sought after cru in Beajoulais. Georges Duboeuf was nicknamed 'King of Beaujolais'. He's the man behind this bottle. It really is top-shelf Gamay. It's red-fruit-soaked excellence.",12.99,10.99,84.0,114,[],Screwcap,10.1,75.0
Puligny-Montrachet 2016 Jean-Louis Chavy,France,White,Rich White,,DRY,"Blended from 8 different parcels across the appellation, this wine gives an excellent representation of the 'terroir' of Puligny-Montrachet. The domaine was inherited from father Gerard Chavy 2004 and was split with brother Alain, who makes wine under his father's name. Neither overtly fruity nor over-oaked, Jean-Louis Chavy's wines are extremely well balanced, emphasising the classic minerality of Puligny-Montrachet. A model of finesse and elegance, drink with simply flavoured grilled white fish. Alternatively, drink this pure wine by itself.",40.0,36.0,100.0,6,[],Natural Cork,9.8,75.0
